ticket_id,emp_id,dept_id,ticket_type,category,priority,status,raised_date,resolved_date,resolution_hrs,sla_breached,reopen_count,satisfaction_score,assigned_to
TKT00647,EMP0015,DEPT12,Problem,Database,Medium,In Progress,2023-09-12,2023-09-12 17:12:00,17.2,No,0,4,EMP0263
TKT00648,EMP0314,DEPT08,Service Request,Application,High,Resolved,2023-01-31,2023-01-31 04:54:00,4.9,No,0,2,EMP0326
TKT00649,EMP0458,DEPT05,Bug,Database,Low,Resolved,2021-07-30,2021-08-03 10:24:00,106.4,Yes,0,4,EMP0454
TKT00650,EMP0366,DEPT01,Bug,Software,Medium,Resolved,2023-11-23,2023-11-23 09:48:00,9.8,No,0,5,EMP0489
TKT00651,EMP0079,DEPT18,Incident,Access,Low,Resolved,2021-09-13,2021-09-13 12:48:00,12.8,No,1,3,EMP0021
TKT00652,EMP0362,DEPT19,Problem,Network,Low,In Progress,2022-08-07,2022-08-07 15:30:00,15.5,No,0,3,EMP0274
TKT00653,EMP0377,DEPT11,Incident,Access,High,Resolved,2021-06-21,2021-06-22 03:42:00,27.7,Yes,1,4,EMP0377
TKT00654,EMP0091,DEPT08,Service Request,Email,Critical,Open,2021-11-25,2021-11-25 04:30:00,4.5,Yes,3,3,EMP0253
TKT00655,EMP0446,DEPT06,Change Request,Application,Medium,Open,2022-07-13,2022-07-14 16:36:00,40.6,No,0,5,EMP0486
TKT00656,EMP0436,DEPT13,Incident,Cloud,High,Closed,2023-07-10,2023-07-10 02:24:00,2.4,No,2,3,EMP0305
TKT00657,EMP0068,DEPT07,Bug,Software,High,In Progress,2023-11-18,2023-11-18 12:30:00,12.5,No,0,4,EMP0487
TKT00658,EMP0043,DEPT18,Problem,Security,High,Resolved,2021-10-29,2021-10-29 05:06:00,5.1,No,0,3,EMP0352
TKT00659,EMP0215,DEPT20,Service Request,Network,Low,In Progress,2023-06-15,2023-06-16 07:18:00,31.3,No,0,3,EMP0317
TKT00660,EMP0428,DEPT01,Bug,Cloud,Critical,Resolved,2021-07-07,2021-07-07 04:00:00,4.0,No,0,3,EMP0051
TKT00661,EMP0434,DEPT06,Change Request,Other,Medium,Resolved,2022-03-31,2022-03-31 23:12:00,23.2,No,0,4,EMP0379
TKT00662,EMP0062,DEPT03,Problem,Access,Medium,In Progress,2023-07-13,2023-07-15 22:18:00,70.3,Yes,0,4,EMP0319
TKT00663,EMP0029,DEPT19,Change Request,Network,Low,Open,2022-12-17,2022-12-19 00:30:00,48.5,No,1,1,EMP0477
TKT00664,EMP0228,DEPT20,Change Request,Other,Medium,Closed,2021-02-24,2021-02-25 16:18:00,40.3,No,0,5,EMP0209
TKT00665,EMP0327,DEPT09,Problem,Database,Low,Open,2023-04-30,2023-05-01 08:06:00,32.1,No,0,4,EMP0076
TKT00666,EMP0364,DEPT16,Problem,Other,Low,Open,2021-04-20,2021-04-23 20:30:00,92.5,Yes,3,3,EMP0328
TKT00667,EMP0032,DEPT04,Change Request,Cloud,Medium,Closed,2023-03-23,2023-03-23 14:24:00,14.4,No,2,2,EMP0123
TKT00668,EMP0161,DEPT04,Service Request,Application,High,Resolved,2023-10-26,2023-10-26 03:24:00,3.4,No,2,2,EMP0371
TKT00669,EMP0050,DEPT08,Problem,Access,High,Closed,2023-02-05,2023-02-06 06:24:00,30.4,Yes,1,3,EMP0160
TKT00670,EMP0440,DEPT14,Bug,Network,Medium,In Progress,2022-04-28,2022-04-29 10:48:00,34.8,No,0,4,EMP0465
TKT00671,EMP0279,DEPT08,Incident,Other,High,In Progress,2023-03-02,2023-03-03 00:48:00,24.8,Yes,0,5,EMP0421
TKT00672,EMP0143,DEPT08,Service Request,Access,High,Resolved,2021-06-17,2021-06-17 07:18:00,7.3,No,0,5,EMP0365
TKT00673,EMP0437,DEPT15,Problem,Network,High,Reopened,2023-02-07,2023-02-08 12:00:00,36.0,Yes,3,5,EMP0044
TKT00674,EMP0100,DEPT20,Problem,Network,Low,Open,2022-04-05,2022-04-07 05:36:00,53.6,No,0,3,EMP0337
TKT00675,EMP0336,DEPT06,Service Request,Cloud,High,Resolved,2021-02-27,2021-02-27 04:42:00,4.7,No,0,3,EMP0308
TKT00676,EMP0315,DEPT06,Incident,Access,Critical,Open,2022-10-15,2022-10-15 03:12:00,3.2,No,0,5,EMP0293
TKT00677,EMP0378,DEPT08,Change Request,Cloud,High,In Progress,2021-07-22,2021-07-23 00:00:00,24.0,No,0,4,EMP0350
TKT00678,EMP0009,DEPT09,Bug,Other,Medium,Closed,2022-11-18,2022-11-18 07:00:00,7.0,No,0,3,EMP0195
TKT00679,EMP0171,DEPT04,Problem,Email,Medium,Open,2021-10-27,2021-10-27 11:12:00,11.2,No,0,3,EMP0135
TKT00680,EMP0429,DEPT01,Incident,Application,Medium,Closed,2021-10-09,2021-10-10 05:24:00,29.4,No,0,4,EMP0113
TKT00681,EMP0345,DEPT08,Bug,Email,Medium,In Progress,2021-03-20,2021-03-21 18:54:00,42.9,No,0,4,EMP0103
TKT00682,EMP0435,DEPT10,Service Request,Hardware,Low,Closed,2022-08-11,2022-08-11 11:54:00,11.9,No,1,5,EMP0287
TKT00683,EMP0461,DEPT14,Problem,Software,Medium,Resolved,2023-08-26,2023-08-28 18:42:00,66.7,Yes,1,3,EMP0174
TKT00684,EMP0163,DEPT19,Change Request,Email,High,Closed,2021-10-12,2021-10-13 11:12:00,35.2,Yes,0,2,EMP0413
TKT00685,EMP0460,DEPT20,Service Request,Database,High,In Progress,2023-08-19,2023-08-19 03:18:00,3.3,No,2,4,EMP0123
TKT00686,EMP0364,DEPT13,Problem,Application,Low,Closed,2023-07-08,2023-07-12 09:18:00,105.3,Yes,1,3,EMP0455
TKT00687,EMP0087,DEPT15,Incident,Software,Critical,Closed,2021-01-11,2021-01-11 02:42:00,2.7,No,0,4,EMP0069
TKT00688,EMP0464,DEPT07,Bug,Other,Medium,Resolved,2021-06-12,2021-06-13 19:12:00,43.2,No,1,4,EMP0369
TKT00689,EMP0301,DEPT08,Bug,Cloud,High,Closed,2021-02-08,2021-02-09 11:42:00,35.7,Yes,1,3,EMP0495
TKT00690,EMP0370,DEPT04,Problem,Database,High,Resolved,2022-06-09,2022-06-09 05:18:00,5.3,No,0,4,EMP0493
TKT00691,EMP0484,DEPT03,Service Request,Software,High,Closed,2022-03-18,2022-03-19 06:18:00,30.3,Yes,0,3,EMP0145
TKT00692,EMP0188,DEPT14,Change Request,Software,Critical,Resolved,2021-11-03,2021-11-03 04:36:00,4.6,Yes,0,4,EMP0485
TKT00693,EMP0265,DEPT15,Incident,Network,Medium,Resolved,2023-12-17,2023-12-17 20:48:00,20.8,No,1,4,EMP0236
TKT00694,EMP0008,DEPT15,Problem,Hardware,High,Closed,2023-05-17,2023-05-18 02:00:00,26.0,Yes,0,3,EMP0499
TKT00695,EMP0482,DEPT05,Incident,Cloud,Low,In Progress,2021-08-16,2021-08-18 15:18:00,63.3,No,0,4,EMP0491
TKT00696,EMP0341,DEPT13,Bug,Other,High,Resolved,2022-08-14,2022-08-14 10:36:00,10.6,No,0,3,EMP0096
TKT00697,EMP0207,DEPT20,Change Request,Access,High,Reopened,2022-05-02,2022-05-03 04:36:00,28.6,Yes,0,3,EMP0456
TKT00698,EMP0214,DEPT13,Incident,Email,High,Resolved,2022-09-09,2022-09-09 23:30:00,23.5,No,0,3,EMP0188
TKT00699,EMP0429,DEPT01,Problem,Application,Low,Resolved,2021-09-07,2021-09-08 19:48:00,43.8,No,0,3,EMP0342
TKT00700,EMP0342,DEPT18,Change Request,Hardware,High,Resolved,2021-04-08,2021-04-08 17:42:00,17.7,No,1,4,EMP0030
TKT00701,EMP0343,DEPT09,Service Request,Network,Low,Closed,2022-05-04,2022-05-06 17:30:00,65.5,No,1,3,EMP0187
TKT00702,EMP0032,DEPT07,Problem,Network,Low,Reopened,2023-05-10,2023-05-11 20:18:00,44.3,No,0,4,EMP0273
TKT00703,EMP0034,DEPT16,Incident,Software,High,Reopened,2023-07-26,2023-07-26 18:00:00,18.0,No,0,5,EMP0121
TKT00704,EMP0099,DEPT14,Change Request,Security,Medium,Closed,2021-05-09,2021-05-09 20:48:00,20.8,No,0,3,EMP0116
TKT00705,EMP0423,DEPT17,Problem,Email,High,Resolved,2021-08-16,2021-08-17 03:54:00,27.9,Yes,1,1,EMP0126
TKT00706,EMP0390,DEPT11,Change Request,Hardware,Medium,In Progress,2023-10-21,2023-10-21 08:42:00,8.7,No,0,1,EMP0134
TKT00707,EMP0257,DEPT11,Change Request,Software,Low,In Progress,2021-02-03,2021-02-04 03:48:00,27.8,No,0,2,EMP0487
TKT00708,EMP0076,DEPT01,Change Request,Hardware,High,Open,2023-11-22,2023-11-22 18:24:00,18.4,No,2,2,EMP0104
TKT00709,EMP0374,DEPT16,Incident,Database,Medium,Open,2022-05-11,2022-05-12 21:36:00,45.6,No,1,4,EMP0487
TKT00710,EMP0137,DEPT17,Problem,Cloud,Low,Closed,2021-10-22,2021-10-22 15:24:00,15.4,No,0,3,EMP0418
TKT00711,EMP0043,DEPT20,Bug,Application,High,Closed,2022-08-20,2022-08-20 04:30:00,4.5,No,0,4,EMP0018
TKT00712,EMP0089,DEPT13,Bug,Email,Medium,Resolved,2023-05-30,2023-05-30 04:48:00,4.8,No,0,1,EMP0415
TKT00713,EMP0228,DEPT15,Incident,Network,Medium,Reopened,2021-01-04,2021-01-04 05:48:00,5.8,No,1,3,EMP0354
TKT00714,EMP0023,DEPT20,Incident,Security,Medium,Reopened,2022-12-24,2022-12-26 01:06:00,49.1,Yes,0,3,EMP0124
TKT00715,EMP0142,DEPT07,Change Request,Other,High,Closed,2022-05-08,2022-05-09 11:00:00,35.0,Yes,0,3,EMP0040
TKT00716,EMP0312,DEPT12,Problem,Access,High,Resolved,2023-05-04,2023-05-04 14:24:00,14.4,No,0,3,EMP0041
TKT00717,EMP0102,DEPT05,Problem,Cloud,High,In Progress,2022-01-19,2022-01-20 00:48:00,24.8,Yes,0,4,EMP0362
TKT00718,EMP0353,DEPT03,Service Request,Email,Low,Resolved,2021-06-25,2021-06-25 17:18:00,17.3,No,0,4,EMP0428
TKT00719,EMP0259,DEPT20,Service Request,Database,High,In Progress,2023-12-09,2023-12-09 22:48:00,22.8,No,0,2,EMP0188
TKT00720,EMP0210,DEPT13,Bug,Email,High,Resolved,2023-01-09,2023-01-09 04:24:00,4.4,No,0,4,EMP0435
TKT00721,EMP0089,DEPT06,Service Request,Other,High,Closed,2021-05-19,2021-05-19 03:42:00,3.7,No,0,3,EMP0343
TKT00722,EMP0326,DEPT13,Service Request,Application,Medium,Resolved,2023-12-14,2023-12-16 06:24:00,54.4,Yes,0,3,EMP0271
TKT00723,EMP0383,DEPT07,Bug,Application,High,In Progress,2023-11-06,2023-11-07 03:54:00,27.9,Yes,0,5,EMP0256
TKT00724,EMP0432,DEPT07,Bug,Hardware,High,Resolved,2023-11-06,2023-11-07 04:42:00,28.7,Yes,0,5,EMP0208
TKT00725,EMP0429,DEPT11,Service Request,Software,Low,Resolved,2021-02-11,2021-02-11 22:36:00,22.6,No,0,5,EMP0015
TKT00726,EMP0482,DEPT12,Problem,Application,Medium,In Progress,2023-03-11,2023-03-13 00:00:00,48.0,No,0,2,EMP0192
TKT00727,EMP0002,DEPT13,Service Request,Security,High,In Progress,2023-08-21,2023-08-21 18:12:00,18.2,No,1,5,EMP0369
TKT00728,EMP0160,DEPT09,Change Request,Access,Low,Reopened,2021-03-31,2021-04-01 05:00:00,29.0,No,0,4,EMP0137
TKT00729,EMP0141,DEPT08,Change Request,Database,Critical,In Progress,2023-03-04,2023-03-04 02:42:00,2.7,No,1,4,EMP0190
TKT00730,EMP0288,DEPT10,Change Request,Other,High,Closed,2023-02-04,2023-02-05 07:06:00,31.1,Yes,0,5,EMP0443
TKT00731,EMP0180,DEPT08,Incident,Network,Medium,Resolved,2022-06-04,2022-06-05 15:48:00,39.8,No,0,5,EMP0240
TKT00732,EMP0061,DEPT13,Change Request,Application,Low,Resolved,2021-02-03,2021-02-07 06:54:00,102.9,Yes,1,4,EMP0399
TKT00733,EMP0175,DEPT20,Problem,Network,Low,Resolved,2023-01-02,2023-01-02 04:24:00,4.4,No,0,5,EMP0373
TKT00734,EMP0239,DEPT16,Incident,Application,Critical,Closed,2021-05-19,2021-05-19 03:12:00,3.2,No,2,3,EMP0200
TKT00735,EMP0291,DEPT01,Incident,Security,Low,Closed,2022-12-08,2022-12-12 02:54:00,98.9,Yes,0,4,EMP0470
TKT00736,EMP0429,DEPT19,Change Request,Network,High,Resolved,2022-05-09,2022-05-09 14:24:00,14.4,No,0,3,EMP0354
TKT00737,EMP0357,DEPT08,Service Request,Software,Medium,Open,2021-08-01,2021-08-01 23:18:00,23.3,No,0,5,EMP0289
TKT00738,EMP0045,DEPT03,Bug,Database,Low,In Progress,2022-11-12,2022-11-13 17:18:00,41.3,No,1,4,EMP0346
TKT00739,EMP0290,DEPT15,Service Request,Access,Low,Closed,2021-10-01,2021-10-03 02:12:00,50.2,No,3,5,EMP0138
TKT00740,EMP0477,DEPT01,Service Request,Security,Medium,Resolved,2021-04-01,2021-04-01 03:18:00,3.3,No,0,4,EMP0256
TKT00741,EMP0238,DEPT13,Incident,Software,Critical,In Progress,2022-12-23,2022-12-23 03:48:00,3.8,No,0,4,EMP0170
TKT00742,EMP0046,DEPT19,Incident,Access,Medium,Resolved,2022-11-25,2022-11-27 14:06:00,62.1,Yes,0,3,EMP0408
TKT00743,EMP0060,DEPT12,Incident,Software,Medium,Resolved,2021-12-25,2021-12-25 22:30:00,22.5,No,1,4,EMP0233
TKT00744,EMP0471,DEPT12,Problem,Software,Medium,Closed,2023-08-10,2023-08-12 03:06:00,51.1,Yes,0,4,EMP0206
TKT00745,EMP0047,DEPT13,Problem,Software,Medium,Resolved,2023-09-08,2023-09-09 11:54:00,35.9,No,0,2,EMP0301
TKT00746,EMP0094,DEPT01,Bug,Hardware,Medium,In Progress,2022-01-09,2022-01-09 10:30:00,10.5,No,0,3,EMP0365
TKT00747,EMP0374,DEPT16,Incident,Access,High,In Progress,2021-10-04,2021-10-05 02:06:00,26.1,Yes,1,4,EMP0459
TKT00748,EMP0045,DEPT14,Change Request,Software,Medium,Resolved,2021-05-10,2021-05-11 11:36:00,35.6,No,0,3,EMP0369
TKT00749,EMP0096,DEPT15,Incident,Cloud,Medium,Open,2023-07-27,2023-07-27 08:48:00,8.8,No,1,3,EMP0409
TKT00750,EMP0163,DEPT14,Problem,Cloud,Low,Closed,2021-03-17,2021-03-20 01:12:00,73.2,Yes,1,3,EMP0138
TKT00751,EMP0303,DEPT03,Incident,Application,Critical,Resolved,2022-08-24,2022-08-24 04:18:00,4.3,Yes,0,3,EMP0370
TKT00752,EMP0321,DEPT14,Problem,Database,Low,Resolved,2022-02-17,2022-02-20 02:18:00,74.3,Yes,0,5,EMP0396
TKT00753,EMP0495,DEPT09,Incident,Network,Low,Resolved,2021-03-31,2021-04-02 14:12:00,62.2,No,0,5,EMP0483
TKT00754,EMP0011,DEPT12,Change Request,Application,High,Closed,2022-02-13,2022-02-13 17:42:00,17.7,No,0,4,EMP0462
TKT00755,EMP0393,DEPT08,Bug,Hardware,Medium,Resolved,2021-03-27,2021-03-29 13:42:00,61.7,Yes,0,1,EMP0470
TKT00756,EMP0087,DEPT09,Change Request,Cloud,Medium,Closed,2022-10-09,2022-10-10 13:00:00,37.0,No,1,4,EMP0326
TKT00757,EMP0404,DEPT12,Problem,Access,Medium,Resolved,2022-09-28,2022-09-29 04:48:00,28.8,No,3,4,EMP0172
TKT00758,EMP0006,DEPT09,Service Request,Database,High,Closed,2023-11-22,2023-11-22 18:18:00,18.3,No,2,4,EMP0485
TKT00759,EMP0112,DEPT16,Change Request,Database,Low,Closed,2023-03-27,2023-03-31 08:54:00,104.9,Yes,1,4,EMP0103
TKT00760,EMP0327,DEPT06,Incident,Network,High,In Progress,2023-08-28,2023-08-28 22:36:00,22.6,No,0,1,EMP0185
TKT00761,EMP0192,DEPT06,Bug,Access,Medium,Open,2022-06-03,2022-06-04 02:00:00,26.0,No,0,4,EMP0496
TKT00762,EMP0236,DEPT08,Incident,Other,Medium,Closed,2021-03-16,2021-03-18 22:24:00,70.4,Yes,0,4,EMP0123
TKT00763,EMP0042,DEPT19,Incident,Network,Medium,Closed,2022-01-27,2022-01-27 23:48:00,23.8,No,0,5,EMP0224
TKT00764,EMP0450,DEPT17,Change Request,Database,Low,Closed,2022-08-09,2022-08-09 04:00:00,4.0,No,0,4,EMP0190
TKT00765,EMP0371,DEPT20,Bug,Hardware,High,Closed,2023-01-02,2023-01-02 02:36:00,2.6,No,0,3,EMP0289
TKT00766,EMP0483,DEPT17,Service Request,Security,Medium,Resolved,2021-04-08,2021-04-10 12:24:00,60.4,Yes,1,4,EMP0242
TKT00767,EMP0127,DEPT07,Incident,Security,Medium,Resolved,2022-11-11,2022-11-12 01:48:00,25.8,No,2,4,EMP0439
TKT00768,EMP0158,DEPT02,Bug,Cloud,Medium,Reopened,2022-07-14,2022-07-16 05:42:00,53.7,Yes,2,3,EMP0139
TKT00769,EMP0429,DEPT13,Service Request,Database,Critical,Closed,2021-09-12,2021-09-12 01:06:00,1.1,No,0,4,EMP0202
TKT00770,EMP0349,DEPT12,Incident,Hardware,Medium,Resolved,2023-01-24,2023-01-26 16:18:00,64.3,Yes,2,3,EMP0198
TKT00771,EMP0329,DEPT02,Bug,Network,Critical,Resolved,2023-06-14,2023-06-14 02:42:00,2.7,No,0,1,EMP0477
TKT00772,EMP0483,DEPT08,Change Request,Hardware,Medium,Resolved,2023-03-31,2023-03-31 07:54:00,7.9,No,0,3,EMP0373
TKT00773,EMP0462,DEPT03,Incident,Email,Low,Resolved,2023-06-20,2023-06-21 13:54:00,37.9,No,0,3,EMP0305
TKT00774,EMP0443,DEPT06,Incident,Network,Low,Resolved,2023-03-03,2023-03-04 15:12:00,39.2,No,0,1,EMP0398
TKT00775,EMP0098,DEPT03,Bug,Software,Medium,Resolved,2022-11-26,2022-11-27 01:54:00,25.9,No,2,4,EMP0258
TKT00776,EMP0383,DEPT20,Incident,Network,Low,Open,2022-01-18,2022-01-20 23:48:00,71.8,No,0,2,EMP0196
TKT00777,EMP0387,DEPT18,Service Request,Cloud,Low,Closed,2023-10-14,2023-10-15 03:30:00,27.5,No,0,4,EMP0493
TKT00778,EMP0378,DEPT02,Incident,Security,Critical,Closed,2023-10-16,2023-10-16 04:12:00,4.2,Yes,0,4,EMP0414
TKT00779,EMP0068,DEPT09,Problem,Network,High,Closed,2023-01-23,2023-01-23 21:42:00,21.7,No,1,3,EMP0033
TKT00780,EMP0159,DEPT03,Service Request,Software,High,Closed,2023-11-30,2023-12-01 08:54:00,32.9,Yes,0,5,EMP0221
TKT00781,EMP0028,DEPT17,Bug,Email,Low,Resolved,2022-07-01,2022-07-01 08:00:00,8.0,No,1,4,EMP0107
TKT00782,EMP0195,DEPT09,Service Request,Hardware,Low,Closed,2021-06-19,2021-06-20 09:36:00,33.6,No,0,5,EMP0464
TKT00783,EMP0362,DEPT15,Problem,Access,Low,Resolved,2023-05-20,2023-05-21 13:06:00,37.1,No,0,4,EMP0144
TKT00784,EMP0147,DEPT05,Problem,Security,High,Reopened,2021-06-11,2021-06-11 01:42:00,1.7,No,0,4,EMP0065
TKT00785,EMP0092,DEPT10,Incident,Hardware,Critical,In Progress,2023-06-01,2023-06-01 02:36:00,2.6,No,0,5,EMP0041
TKT00786,EMP0143,DEPT05,Incident,Email,Medium,Closed,2022-01-05,2022-01-06 09:42:00,33.7,No,0,3,EMP0091
TKT00787,EMP0072,DEPT14,Change Request,Access,Low,Resolved,2022-08-25,2022-08-28 21:24:00,93.4,Yes,2,4,EMP0176
TKT00788,EMP0290,DEPT09,Service Request,Database,Medium,In Progress,2022-10-20,2022-10-21 17:18:00,41.3,No,1,4,EMP0147
TKT00789,EMP0162,DEPT06,Change Request,Application,Medium,Resolved,2021-07-30,2021-08-01 17:00:00,65.0,Yes,0,5,EMP0190
TKT00790,EMP0212,DEPT08,Problem,Cloud,Medium,Resolved,2021-06-13,2021-06-13 19:54:00,19.9,No,0,3,EMP0012
TKT00791,EMP0116,DEPT14,Incident,Hardware,Medium,In Progress,2022-11-03,2022-11-05 02:24:00,50.4,Yes,0,4,EMP0275
TKT00792,EMP0428,DEPT10,Incident,Other,High,Resolved,2022-08-29,2022-08-29 21:36:00,21.6,No,1,2,EMP0358
TKT00793,EMP0097,DEPT06,Incident,Access,Low,Closed,2022-09-20,2022-09-24 10:30:00,106.5,Yes,0,5,EMP0466
TKT00794,EMP0140,DEPT17,Bug,Database,Low,Resolved,2023-07-03,2023-07-04 17:24:00,41.4,No,1,4,EMP0005
TKT00795,EMP0453,DEPT03,Problem,Other,Critical,Resolved,2023-05-23,2023-05-23 03:00:00,3.0,No,2,5,EMP0294
TKT00796,EMP0103,DEPT08,Incident,Application,Low,Resolved,2021-12-08,2021-12-10 14:18:00,62.3,No,0,5,EMP0171
TKT00797,EMP0091,DEPT03,Problem,Application,Low,Resolved,2023-06-29,2023-07-02 15:30:00,87.5,Yes,0,4,EMP0474
TKT00798,EMP0152,DEPT20,Incident,Security,Low,Closed,2022-12-21,2022-12-21 11:42:00,11.7,No,2,4,EMP0430
TKT00799,EMP0133,DEPT02,Service Request,Other,Low,Resolved,2023-07-05,2023-07-08 01:12:00,73.2,Yes,0,4,EMP0480
TKT00800,EMP0358,DEPT19,Problem,Security,Medium,Reopened,2021-03-28,2021-03-29 00:54:00,24.9,No,0,4,EMP0317
TKT00801,EMP0226,DEPT06,Change Request,Security,High,Resolved,2022-12-24,2022-12-24 18:36:00,18.6,No,0,4,EMP0470
TKT00802,EMP0136,DEPT10,Bug,Security,Medium,Closed,2023-06-10,2023-06-12 07:18:00,55.3,Yes,0,3,EMP0482
TKT00803,EMP0048,DEPT18,Change Request,Security,Medium,Closed,2022-07-17,2022-07-18 01:06:00,25.1,No,0,3,EMP0157
TKT00804,EMP0251,DEPT16,Problem,Database,High,Closed,2021-04-28,2021-04-28 22:30:00,22.5,No,0,5,EMP0261
TKT00805,EMP0182,DEPT14,Incident,Cloud,Medium,In Progress,2021-06-03,2021-06-04 02:48:00,26.8,No,0,3,EMP0045
TKT00806,EMP0297,DEPT06,Problem,Network,High,In Progress,2023-04-12,2023-04-12 16:18:00,16.3,No,1,4,EMP0418
TKT00807,EMP0187,DEPT08,Bug,Database,High,Resolved,2023-01-15,2023-01-15 18:24:00,18.4,No,0,2,EMP0175
TKT00808,EMP0179,DEPT01,Problem,Email,Low,Closed,2023-11-17,2023-11-20 19:42:00,91.7,Yes,0,4,EMP0095
TKT00809,EMP0396,DEPT07,Incident,Security,High,In Progress,2021-11-24,2021-11-25 04:36:00,28.6,Yes,0,2,EMP0390
TKT00810,EMP0329,DEPT20,Change Request,Access,Medium,Reopened,2021-03-05,2021-03-07 12:42:00,60.7,Yes,1,4,EMP0205
TKT00811,EMP0268,DEPT03,Service Request,Access,Critical,In Progress,2021-10-20,2021-10-20 03:42:00,3.7,No,0,1,EMP0306
TKT00812,EMP0231,DEPT03,Change Request,Other,Medium,In Progress,2023-06-17,2023-06-17 21:24:00,21.4,No,0,4,EMP0074
TKT00813,EMP0425,DEPT04,Incident,Other,Critical,In Progress,2021-03-13,2021-03-13 01:12:00,1.2,No,0,4,EMP0166
TKT00814,EMP0324,DEPT09,Incident,Email,High,Resolved,2021-09-16,2021-09-17 11:54:00,35.9,Yes,0,4,EMP0403
TKT00815,EMP0352,DEPT06,Bug,Database,Low,Closed,2021-05-18,2021-05-19 20:00:00,44.0,No,0,4,EMP0482
TKT00816,EMP0426,DEPT18,Problem,Access,Medium,Resolved,2022-04-29,2022-04-29 17:00:00,17.0,No,0,5,EMP0191
TKT00817,EMP0088,DEPT04,Problem,Software,Critical,Resolved,2023-01-21,2023-01-21 04:42:00,4.7,Yes,0,4,EMP0295
TKT00818,EMP0019,DEPT15,Change Request,Software,High,In Progress,2023-01-12,2023-01-12 04:12:00,4.2,No,1,2,EMP0196
TKT00819,EMP0487,DEPT18,Service Request,Network,Low,Resolved,2023-02-24,2023-02-27 19:18:00,91.3,Yes,0,3,EMP0204
TKT00820,EMP0428,DEPT12,Service Request,Software,High,In Progress,2021-03-08,2021-03-08 04:18:00,4.3,No,1,1,EMP0155
TKT00821,EMP0300,DEPT06,Bug,Hardware,Medium,Resolved,2021-11-11,2021-11-12 00:54:00,24.9,No,0,3,EMP0433
TKT00822,EMP0198,DEPT05,Incident,Security,Low,Closed,2023-07-11,2023-07-11 08:12:00,8.2,No,0,4,EMP0229
TKT00823,EMP0080,DEPT18,Bug,Email,Medium,Resolved,2023-01-30,2023-02-01 09:54:00,57.9,Yes,2,5,EMP0094
TKT00824,EMP0276,DEPT06,Problem,Other,Low,In Progress,2023-02-01,2023-02-03 03:54:00,51.9,No,0,4,EMP0058
TKT00825,EMP0292,DEPT08,Incident,Hardware,High,In Progress,2023-06-29,2023-06-29 08:18:00,8.3,No,0,4,EMP0437
TKT00826,EMP0108,DEPT01,Bug,Cloud,Medium,Closed,2021-06-07,2021-06-09 09:30:00,57.5,Yes,0,3,EMP0473
TKT00827,EMP0360,DEPT11,Change Request,Security,High,Closed,2021-10-09,2021-10-09 23:48:00,23.8,No,0,3,EMP0123
TKT00828,EMP0223,DEPT06,Problem,Access,Low,Closed,2023-12-21,2023-12-22 09:18:00,33.3,No,0,5,EMP0007
TKT00829,EMP0178,DEPT09,Service Request,Security,Medium,Closed,2023-01-22,2023-01-24 10:06:00,58.1,Yes,0,3,EMP0233
TKT00830,EMP0331,DEPT17,Bug,Other,Low,Reopened,2023-03-27,2023-03-28 23:18:00,47.3,No,2,5,EMP0446
TKT00831,EMP0416,DEPT01,Problem,Application,Low,Resolved,2022-10-06,2022-10-08 10:48:00,58.8,No,0,3,EMP0142
TKT00832,EMP0350,DEPT17,Problem,Application,Low,Resolved,2022-07-25,2022-07-25 22:24:00,22.4,No,1,5,EMP0070
TKT00833,EMP0408,DEPT17,Service Request,Hardware,Low,Open,2022-05-27,2022-05-28 20:00:00,44.0,No,0,4,EMP0123
TKT00834,EMP0148,DEPT02,Service Request,Database,Medium,Resolved,2021-08-21,2021-08-22 21:24:00,45.4,No,0,4,EMP0189
TKT00835,EMP0107,DEPT13,Service Request,Access,Low,Closed,2021-02-23,2021-02-25 01:30:00,49.5,No,0,5,EMP0398
TKT00836,EMP0176,DEPT05,Bug,Other,Medium,Closed,2022-01-17,2022-01-19 07:12:00,55.2,Yes,0,3,EMP0368
TKT00837,EMP0359,DEPT06,Service Request,Other,Medium,Resolved,2023-10-20,2023-10-20 13:48:00,13.8,No,0,3,EMP0302
TKT00838,EMP0496,DEPT02,Change Request,Other,High,Resolved,2023-11-27,2023-11-27 01:42:00,1.7,No,0,3,EMP0061
TKT00839,EMP0258,DEPT16,Problem,Software,Critical,Closed,2023-03-04,2023-03-04 04:30:00,4.5,Yes,1,3,EMP0137
TKT00840,EMP0283,DEPT05,Service Request,Other,Medium,Resolved,2021-08-30,2021-09-01 14:18:00,62.3,Yes,0,4,EMP0093
TKT00841,EMP0425,DEPT05,Problem,Application,Medium,Resolved,2022-06-21,2022-06-22 18:00:00,42.0,No,0,5,EMP0198
TKT00842,EMP0381,DEPT08,Incident,Cloud,Low,Closed,2022-06-18,2022-06-18 23:48:00,23.8,No,0,2,EMP0063
TKT00843,EMP0407,DEPT20,Incident,Email,Critical,In Progress,2023-07-03,2023-07-03 05:48:00,5.8,Yes,3,5,EMP0478
TKT00844,EMP0138,DEPT12,Service Request,Security,Low,Closed,2022-03-16,2022-03-19 08:24:00,80.4,Yes,0,5,EMP0417
